id	yearBCAD
JinlianshanM29_2_4_sg.SG	63
JinlianshanM29_2.SG	-342
JinlianshanM29_2.SG	-329
JinlianshanM29_2.SG	-182
JinlianshanM29_4_1_LowCov.AG	462
JinlianshanM29_4_1_LowCov.AG	244
JinlianshanM29_4_1_LowCov.AG	392
JinlianshanM29_4_2.SG	532
JinlianshanM29_4_2.SG	173
JinlianshanM29_4_2.SG	505
JinlianshanM29_4_3_Com.AG	-343
JinlianshanM29_4_3_Com.AG	-306
JinlianshanM29_4_3_Com.AG	-241
JinlianshanM29_4_4.AG	412
JinlianshanM29_4_4.AG	416
JinlianshanM29_4_4.AG	336
JinlianshanM29_4_5.AG	269
JinlianshanM29_4_5.AG	113
JinlianshanM29_4_5.AG	221
JinlianshanM30_1_2.SG	59
JinlianshanM30_1_2.SG	470
JinlianshanM30_1_2.SG	260
JinlianshanM30_3.SG	-134
JinlianshanM30_3.SG	-252
JinlianshanM30_3.SG	-258
JinlianshanM32_2_1.AG	201
JinlianshanM32_2_1.AG	197
JinlianshanM32_2_1.AG	72
JinlianshanM62.AG.SG	-921
JinlianshanM62.AG.SG	-916
JinlianshanM62.AG.SG	-896
JinlianshanM62.AG	-921
JinlianshanM62.AG	-876
JinlianshanM62.AG	-828
JinlianshanM62_sg.SG	-870
JinlianshanM62_sg.SG	-920
JinlianshanM62_sg.SG	-919
JinlianshanM63.AG.SG	145
JinlianshanM63.AG.SG	365
JinlianshanM63.AG.SG	523
JinlianshanM63.AG	404
JinlianshanM63.AG	247
JinlianshanM63.AG	287
JinlianshanM63_sg.SG	386
JinlianshanM63_sg.SG	509
JinlianshanM63_sg.SG	407
JinlianshanM67_1_LowCov.AG	1
JinlianshanM67_1_LowCov.AG	431
JinlianshanM67_1_LowCov.AG	25
JinlianshanM67_2.SG	515
JinlianshanM67_2.SG	390
JinlianshanM67_2.SG	405
JinlianshanM73_1_d_d.AG	145
JinlianshanM73_1_d_d.AG	481
JinlianshanM73_1_d_d.AG	442
JinlianshanM75_2_1.SG	-741
JinlianshanM75_2_1.SG	-534
JinlianshanM75_2_1.SG	-709
JinlianshanM75_4_1.AG	-282
JinlianshanM75_4_1.AG	-154
JinlianshanM75_4_1.AG	-67
JinshashanM138.AG	201
JinshashanM138.AG	242
JinshashanM138.AG	490
LadianM101.AG	-1306
LadianM101.AG	-867
LadianM101.AG	-1318
LadianM26.AG	-1406
LadianM26.AG	-966
LadianM26.AG	-1566
LadianM48.AG	-1566
LadianM48.AG	-1680
LadianM48.AG	-1169
LadianM78.AG	-1315
LadianM78.AG	-1848
LadianM78.AG	-1521
MopanshanM3.AG	-1810
MopanshanM3.AG	-1768
MopanshanM3.AG	-1776
XingyiH4.AG.SG	-5190
XingyiH4.AG.SG	-5155
XingyiH4.AG.SG	-4994
XingyiH4.AG	-4980
XingyiH4.AG	-4968
XingyiH4.AG	-5022
XingyiH4_sg.SG	-5038
XingyiH4_sg.SG	-5006
XingyiH4_sg.SG	-5145
XingyiM11.SG	-3248
XingyiM11.SG	-3353
XingyiM11.SG	-3441
XingyiM12.SG	-2622
XingyiM12.SG	-2499
XingyiM12.SG	-2595
XingyiM13.SG	-2707
XingyiM13.SG	-2818
XingyiM13.SG	-2813
XingyiM14.SG	-2550
XingyiM14.SG	-2462
XingyiM14.SG	-2487
XingyiM15.SG	-3020
XingyiM15.SG	-2949
XingyiM15.SG	-2920
XingyiM17.AG	-1618
XingyiM17.AG	-1669
XingyiM17.AG	-1703
XingyiM18.SG	-1856
XingyiM18.SG	-1723
XingyiM18.SG	-1726
XingyiM19.SG	-1716
XingyiM19.SG	-1872
XingyiM19.SG	-1765
XingyiM1.SG	-1469
XingyiM1.SG	-1471
XingyiM1.SG	-1496
XingyiM20.AG	-2967
XingyiM20.AG	-3082
XingyiM20.AG	-3087
XingyiM2.SG	-1797
XingyiM2.SG	-1742
XingyiM2.SG	-1765
XingyiM3.AG	-1725
XingyiM3.AG	-1764
XingyiM3.AG	-1633
XingyiM4.SG	-1576
XingyiM4.SG	-1595
XingyiM4.SG	-1555
XingyiM5.AG	-1802
XingyiM5.AG	-1678
XingyiM5.AG	-1624
XingyiM6_Com.AG	-2483
XingyiM6_Com.AG	-2478
XingyiM6_Com.AG	-2505
XingyiM7.AG	-2357
XingyiM7.AG	-2476
XingyiM7.AG	-2362
XingyiM9_LowCov.AG	-2890
XingyiM9_LowCov.AG	-2872
XingyiM9_LowCov.AG	-2774
XingyiW3.SG	-1546
XingyiW3.SG	-1611
XingyiW3.SG	-1575
XingyiW4.SG	-1913
XingyiW4.SG	-1823
XingyiW4.SG	-1910
XueshanM17.SG	-1245
XueshanM17.SG	-488
XueshanM17.SG	-585
XueshanM19.AG	-1566
XueshanM19.AG	-843
XueshanM19.AG	-1382
XueshanM21.AG	-818
XueshanM21.AG	-1280
XueshanM21.AG	-1427
XueshanM22.AG	-896
XueshanM22.AG	-824
XueshanM22.AG	-1027
XueshanM23.SG	-1136
XueshanM23.SG	-891
XueshanM23.SG	-781
XueshanM25_1.AG	-506
XueshanM25_1.AG	-1185
XueshanM25_1.AG	-1158
XueshanM25_LowCov.AG	-492
XueshanM25_LowCov.AG	-885
XueshanM25_LowCov.AG	-576
XueshanM26_1_d_d.SG	-763
XueshanM26_1_d_d.SG	-1389
XueshanM26_1_d_d.SG	-809
XueshanM27.AG	-1477
XueshanM27.AG	-1493
XueshanM27.AG	-1491
XueshanM28.SG	-851
XueshanM28.SG	-438
XueshanM28.SG	-1233
XueshanT0505_3.SG	-701
XueshanT0505_3.SG	-634
XueshanT0505_3.SG	-610
BLG-M76-2.SG	-3853
BLG-M76-2.SG	-3789
BLG-M76-2.SG	-3790
BLG-M167.SG	-4069
BLG-M167.SG	-3883
BLG-M167.SG	-4049
BLG-M174.SG	-4032
BLG-M174.SG	-3972
BLG-M174.SG	-4038
BLG-M179-1.SG	-3931
BLG-M179-1.SG	-3978
BLG-M179-1.SG	-3951
BLG-M180.SG	-3964
BLG-M180.SG	-4036
BLG-M180.SG	-4170
BLG-M184.SG	-4001
BLG-M184.SG	-3939
BLG-M184.SG	-4037
BLG-M224-3.SG	-3484
BLG-M224-3.SG	-3552
BLG-M224-3.SG	-3489
BLG-M231.SG	-4011
BLG-M231.SG	-3917
BLG-M231.SG	-3988
BLG-M261.SG	-3926
BLG-M261.SG	-3877
BLG-M261.SG	-3944
BLG-M13-6.SG	-5085
BLG-M13-6.SG	-5350
BLG-M13-6.SG	-5352
BLG-M13-20.SG	-5396
BLG-M13-20.SG	-4114
BLG-M13-20.SG	-4476
BLG-M13-39A.SG	-4437
BLG-M13-39A.SG	-5033
BLG-M13-39A.SG	-5453
BLG-M13-67.SG	-5479
BLG-M13-67.SG	-4334
BLG-M13-67.SG	-4259
BLG-M13-69.SG	-5615
BLG-M13-69.SG	-5779
BLG-M13-69.SG	-4112
BLG-M13-75.SG	-5751
BLG-M13-75.SG	-4420
BLG-M13-75.SG	-4909
BLG-M13-76.SG	-4945
BLG-M13-76.SG	-4056
BLG-M13-76.SG	-4082
BLG-M13-86.SG	-5584
BLG-M13-86.SG	-5424
BLG-M13-86.SG	-4536
BLG-M13-90.SG	-4125
BLG-M13-90.SG	-4501
BLG-M13-90.SG	-4548
BLG-M13-4.SG	-4408
BLG-M13-4.SG	-4301
BLG-M13-4.SG	-4994
BLG-M13-7.SG	-5025
BLG-M13-7.SG	-4692
BLG-M13-7.SG	-5294
BLG-M13-8.SG	-4448
BLG-M13-8.SG	-5640
BLG-M13-8.SG	-4742
BLG-M13-12.SG	-5977
BLG-M13-12.SG	-5014
BLG-M13-12.SG	-5077
BLG-M13-14.SG	-4991
BLG-M13-14.SG	-5193
BLG-M13-14.SG	-5483
BLG-M13-17.SG	-5131
BLG-M13-17.SG	-4123
BLG-M13-17.SG	-5104
BLG-M13-25.SG	-4424
BLG-M13-25.SG	-4003
BLG-M13-25.SG	-5471
BLG-M13-28.SG	-4898
BLG-M13-28.SG	-4358
BLG-M13-28.SG	-4370
BLG-M13-30.SG	-5431
BLG-M13-30.SG	-4818
BLG-M13-30.SG	-4674
BLG-M13-41B.SG	-4278
BLG-M13-41B.SG	-5278
BLG-M13-41B.SG	-4994
BLG-M13-44.SG	-4490
BLG-M13-44.SG	-5345
BLG-M13-44.SG	-4117
BLG-M13-45.SG	-5442
BLG-M13-45.SG	-5883
BLG-M13-45.SG	-5613
BLG-M13-46.SG	-4880
BLG-M13-46.SG	-5485
BLG-M13-46.SG	-4413
BLG-M13-51.SG	-4653
BLG-M13-51.SG	-5441
BLG-M13-51.SG	-4467
BLG-M13-56.SG	-4161
BLG-M13-56.SG	-5173
BLG-M13-56.SG	-5773
BLG-M13-64A.SG	-5331
BLG-M13-64A.SG	-5740
BLG-M13-64A.SG	-5870
BLG-M13-68.SG	-5816
BLG-M13-68.SG	-5065
BLG-M13-68.SG	-5022
BLG-M13-70.SG	-4624
BLG-M13-70.SG	-5253
BLG-M13-70.SG	-4875
BLG-M13-77.SG	-5655
BLG-M13-77.SG	-5410
BLG-M13-77.SG	-5616
BLG-M13-87.SG	-4524
BLG-M13-87.SG	-5836
BLG-M13-87.SG	-5190
BLG-M13-88.SG	-5483
BLG-M13-88.SG	-4494
BLG-M13-88.SG	-4430
BLG-M13-89.SG	-4544
BLG-M13-89.SG	-5143
BLG-M13-89.SG	-5391
BLG-M13-TX4.SG	-4187
BLG-M13-TX4.SG	-4362
BLG-M13-TX4.SG	-5798
BLG-H1284.SG	-2663
BLG-H1284.SG	-2811
BLG-H1284.SG	-2725
BLG-H1416.SG	-2571
BLG-H1416.SG	-2589
BLG-H1416.SG	-2614
BLG-H182.SG	-4994
BLG-H182.SG	-5926
BLG-H182.SG	-4291
BLG-H197.SG	-2111
BLG-H197.SG	-2047
BLG-H197.SG	-2065
BLG-H292.SG	-2192
BLG-H292.SG	-2188
BLG-H292.SG	-2148
BLG-M208.SG	-2320
BLG-M208.SG	-2170
BLG-M208.SG	-2286
BLG-H388.SG	-1873
BLG-H388.SG	-1845
BLG-H388.SG	-1860
BLG-H616.SG	-2043
BLG-H616.SG	-2054
BLG-H616.SG	-1970
BLG-H932.SG	-1927
BLG-H932.SG	-1912
BLG-H932.SG	-1994
BLG-H1664.SG	-2062
BLG-H1664.SG	-1923
BLG-H1664.SG	-2097
BLG-M203.SG	-1977
BLG-M203.SG	-1957
BLG-M203.SG	-2067
BLG-M209.SG	-1949
BLG-M209.SG	-1936
BLG-M209.SG	-1925
BLG-M191.SG	-1051
BLG-M191.SG	-1009
BLG-M191.SG	-1057
BLG-M194.SG	-911
BLG-M194.SG	-1013
BLG-M194.SG	-1046
BLG-M195.SG	-917
BLG-M195.SG	-974
BLG-M195.SG	-955
BLG-M198.SG	-655
BLG-M198.SG	-526
BLG-M198.SG	-672
BLG-M204.SG	-565
BLG-M204.SG	-431
BLG-M204.SG	-675
cch017.SG	-6586
cch017.SG	-6511
cch017.SG	-6515
cch018.SG	-6562
cch018.SG	-6510
cch018.SG	-6550
cch073.SG	-6577
cch073.SG	-6541
cch073.SG	-6546
cch076.SG	-6502
cch076.SG	-6591
cch076.SG	-6522
cch080.SG	-6591
cch080.SG	-6551
cch080.SG	-6582
CCH083.SG	-6709
CCH083.SG	-6735
CCH083.SG	-6750
cch097.SG	-6465
cch097.SG	-6465
cch097.SG	-6491
cch102.SG	-6554
cch102.SG	-6561
cch102.SG	-6572
cch103.SG	-6552
cch103.SG	-6515
cch103.SG	-6526
cch104.SG	-6773
cch104.SG	-6734
cch104.SG	-6743
cch106.SG	-6566
cch106.SG	-6539
cch106.SG	-6505
cch107.SG	-6517
cch107.SG	-6503
cch107.SG	-6515
cch109.SG	-6539
cch109.SG	-6554
cch109.SG	-6544
cch112.SG	-6693
cch112.SG	-6695
cch112.SG	-6610
cch115.SG	-6872
cch115.SG	-6925
cch115.SG	-6893
cch117.SG	-6521
cch117.SG	-6522
cch117.SG	-6575
cch119.SG	-6530
cch119.SG	-6582
cch119.SG	-6560
cch120.SG	-6595
cch120.SG	-6524
cch120.SG	-6532
cch121.SG	-6463
cch121.SG	-6472
cch121.SG	-6470
cch124.SG	-6669
cch124.SG	-6679
cch124.SG	-6651
cch126.SG	-6582
cch126.SG	-6549
cch126.SG	-6536
cch127.SG	-6510
cch127.SG	-6543
cch127.SG	-6546
cch129.SG	-6442
cch129.SG	-6437
cch129.SG	-6434
cch130.SG	-6713
cch130.SG	-6738
cch130.SG	-6730
cch131.SG	-6543
cch131.SG	-6588
cch131.SG	-6511
cch133.SG	-6493
cch133.SG	-6495
cch133.SG	-6484
cch134.SG	-6379
cch134.SG	-6398
cch134.SG	-6375
cch135.SG	-6458
cch135.SG	-6459
cch135.SG	-6475
cch136.SG	-6444
cch136.SG	-6434
cch136.SG	-6417
cch139.SG	-6723
cch139.SG	-6712
cch139.SG	-6753
cch140.SG	-6751
cch140.SG	-6733
cch140.SG	-6750
cch142.SG	-6545
cch142.SG	-6556
cch142.SG	-6529
cch146.SG	-6500
cch146.SG	-6473
cch146.SG	-6498
cch148.SG	-6472
cch148.SG	-6484
cch148.SG	-6494
cch151.SG	-6376
cch151.SG	-6388
cch151.SG	-6397
cch152.SG	-6600
cch152.SG	-6589
cch152.SG	-6573
cch154.SG	-6505
cch154.SG	-6513
cch154.SG	-6579
cch155.SG	-6579
cch155.SG	-6584
cch155.SG	-6553
cch156.SG	-6430
cch156.SG	-6418
cch156.SG	-6434
cch157.SG	-6413
cch157.SG	-6450
cch157.SG	-6411
cch158.SG	-6773
cch158.SG	-6770
cch158.SG	-6721
cch159.SG	-6476
cch159.SG	-6474
cch159.SG	-6471
cch160.SG	-6346
cch160.SG	-6958
cch160.SG	-6056
cch161.SG	-6718
cch161.SG	-6769
cch161.SG	-6727
cch162.SG	-6482
cch162.SG	-6454
cch162.SG	-6485
cch165.SG	-6836
cch165.SG	-6825
cch165.SG	-6848
cch169.SG	-6531
cch169.SG	-6531
cch169.SG	-6559
cch170.SG	-6554
cch170.SG	-6501
cch170.SG	-6594
cch172.SG	-6788
cch172.SG	-6807
cch172.SG	-6806
cch173.SG	-6107
cch173.SG	-6199
cch173.SG	-5984
cch174.SG	-6813
cch174.SG	-6343
cch174.SG	-6627
cch175.SG	-6470
cch175.SG	-6500
cch175.SG	-6476
cch176.SG	-6768
cch176.SG	-6737
cch176.SG	-6770
cch180.SG	-6767
cch180.SG	-6753
cch180.SG	-6736
cch186.SG	-6029
cch186.SG	-6866
cch186.SG	-6138
cch198.SG	-6525
cch198.SG	-6546
cch198.SG	-6517
cch205.SG	-6528
cch205.SG	-6582
cch205.SG	-6523
cch223.SG	-6692
cch223.SG	-6615
cch223.SG	-6665
cch226.SG	-6824
cch226.SG	-6819
cch226.SG	-6797
cch230.SG	-6856
cch230.SG	-6864
cch230.SG	-6919
cch242.SG	-6468
cch242.SG	-6465
cch242.SG	-6485
cch246.SG	-6376
cch246.SG	-6382
cch246.SG	-6389
cch247.SG	-6400
cch247.SG	-6401
cch247.SG	-6402
cch253.SG	-6507
cch253.SG	-6502
cch253.SG	-6552
cch254.SG	-6711
cch254.SG	-6774
cch254.SG	-6774
cch255.SG	-6477
cch255.SG	-6457
cch255.SG	-6487
cch260.SG	-6392
cch260.SG	-6392
cch260.SG	-6384
cch263.SG	-6394
cch263.SG	-6375
cch263.SG	-6385
cch264.SG	-6861
cch264.SG	-6889
cch264.SG	-6861
cch275.SG	-6328
cch275.SG	-6329
cch275.SG	-6348
cch279.SG	-6375
cch279.SG	-6350
cch279.SG	-6375
cch282.SG	-6597
cch282.SG	-6593
cch282.SG	-6561
cch288.SG	-6210
cch288.SG	-6374
cch288.SG	-6936
cch292.SG	-6364
cch292.SG	-6375
cch292.SG	-6360
cch296.SG	-6555
cch296.SG	-6582
cch296.SG	-6505
cch300.SG	-6783
cch300.SG	-6832
cch300.SG	-6784
cch310.SG	-6424
cch310.SG	-6414
cch310.SG	-6417
cch312.SG	-6669
cch312.SG	-6662
cch312.SG	-6612
cch314.SG	-6454
cch314.SG	-6459
cch314.SG	-6456
cch318.SG	-6394
cch318.SG	-6396
cch318.SG	-6378
cch320.SG	-6583
cch320.SG	-6534
cch320.SG	-6516
cch322.SG	-6597
cch322.SG	-6554
cch322.SG	-6581
cch326.SG	-6505
cch326.SG	-6547
cch326.SG	-6533
cch328.SG	-6511
cch328.SG	-6507
cch328.SG	-6554
cch329.SG	-6591
cch329.SG	-6570
cch329.SG	-6551
cch330.SG	-6680
cch330.SG	-6631
cch330.SG	-6662
cch331.SG	-6562
cch331.SG	-6522
cch331.SG	-6523
cch332.SG	-6497
cch332.SG	-6473
cch332.SG	-6492
cch335.SG	-6522
cch335.SG	-6591
cch335.SG	-6565
cch339.SG	-6534
cch339.SG	-6595
cch339.SG	-6518
cch340.SG	-6450
cch340.SG	-6494
cch340.SG	-6491
cch341.SG	-6539
cch341.SG	-6503
cch341.SG	-6504
cch344.SG	-6460
cch344.SG	-6468
cch344.SG	-6452
cch346.SG	-6454
cch346.SG	-6474
cch346.SG	-6464
cch351.SG	-5843
cch351.SG	-5649
cch351.SG	-5683
cch352.SG	-5630
cch352.SG	-5778
cch352.SG	-5645
cch361.SG	-6582
cch361.SG	-6541
cch361.SG	-6554
cch376.SG	-6535
cch376.SG	-6537
cch376.SG	-6579
cch461.SG	-6611
cch461.SG	-6654
cch461.SG	-6602
cch463.SG	-6481
cch463.SG	-6494
cch463.SG	-6467
cch466.SG	-6550
cch466.SG	-6560
cch466.SG	-6512
cch471.SG	-6540
cch471.SG	-6563
cch471.SG	-6582
cch476.SG	-6472
cch476.SG	-6484
cch476.SG	-6492
cch477.SG	-6259
cch477.SG	-5977
cch477.SG	-6173
cch495.SG	-6592
cch495.SG	-6508
cch495.SG	-6568
cch505.SG	-6571
cch505.SG	-6582
cch505.SG	-6516
cch508.SG	-6593
cch508.SG	-6519
cch508.SG	-6537
cch510.SG	-6588
cch510.SG	-6573
cch510.SG	-6586
cch531.SG	-6644
cch531.SG	-6622
cch531.SG	-6697
95JJLM03.AG	-2375
95JJLM03.AG	-2434
95JJLM03.AG	-2839
95JJLM04.AG	-2345
95JJLM04.AG	-2462
95JJLM04.AG	-2594
95JJLM09.AG	-2476
95JJLM09.AG	-2572
95JJLM09.AG	-2802
95JJLM15.AG	-2804
95JJLM15.AG	-2448
95JJLM15.AG	-2389
95JJLM20.AG	-2765
95JJLM20.AG	-2746
95JJLM20.AG	-2784
95JJLM20-2.AG	-2544
95JJLM20-2.AG	-2685
95JJLM20-2.AG	-2806
95JJLM20-3.AG	-2401
95JJLM20-3.AG	-2718
95JJLM20-3.AG	-2398
95JJLM26.AG	-2508
95JJLM26.AG	-2553
95JJLM26.AG	-2646
95JJLM27.AG	-2574
95JJLM27.AG	-2716
95JJLM27.AG	-2594
95JJLM29-1.AG	-2510
95JJLM29-1.AG	-2500
95JJLM29-1.AG	-2805
95JJLM29-2.AG	-2400
95JJLM29-2.AG	-2652
95JJLM29-2.AG	-2526
95JJLM29-5.AG	-2614
95JJLM29-5.AG	-2410
95JJLM29-5.AG	-2795
95JJLM35.AG	-2450
95JJLM35.AG	-2796
95JJLM35.AG	-2697
95JJLM37.AG	-2437
95JJLM37.AG	-2417
95JJLM37.AG	-2500
95JJLM39.AG	-2840
95JJLM39.AG	-2821
95JJLM39.AG	-2447
95JJLM59.AG	-2406
95JJLM59.AG	-2702
95JJLM59.AG	-2681
95JJLM67.AG	-2579
95JJLM67.AG	-2483
95JJLM67.AG	-2831
95JJLM74.AG	-2641
95JJLM74.AG	-2689
95JJLM74.AG	-2861
98JJLM09.AG	-2679
98JJLM09.AG	-2674
98JJLM09.AG	-2350
95JJLM05.AG	-2683
95JJLM05.AG	-2401
95JJLM05.AG	-2859
95JJLM06.AG	-2568
95JJLM06.AG	-2482
95JJLM06.AG	-2427
95JJLM10.AG	-2705
95JJLM10.AG	-2617
95JJLM10.AG	-2672
95JJLM28.AG	-2481
95JJLM28.AG	-2505
95JJLM28.AG	-2861
95JJLM29.AG	-2550
95JJLM29.AG	-2612
95JJLM29.AG	-2599
95JJLM38.AG	-2590
95JJLM38.AG	-2430
95JJLM38.AG	-2579
95JJLM62.AG	-2631
95JJLM62.AG	-2437
95JJLM62.AG	-2548
95JJLM11.AG	-2363
95JJLM11.AG	-2809
95JJLM11.AG	-2640
95JJLM34.AG	-2874
95JJLM34.AG	-2537
95JJLM34.AG	-2581
95JJLM14.AG	-2471
95JJLM14.AG	-2722
95JJLM14.AG	-2673
95JJLM51.AG	-2387
95JJLM51.AG	-2628
95JJLM51.AG	-2746
95JJLM58.AG	-2641
95JJLM58.AG	-2711
95JJLM58.AG	-2763
95JJLM20-1.AG	-2693
95JJLM20-1.AG	-2852
95JJLM20-1.AG	-2372
95JJLM25.AG	-2483
95JJLM25.AG	-2362
95JJLM25.AG	-2665
95JJLM13.AG	-2433
95JJLM13.AG	-2536
95JJLM13.AG	-2379
STMM01.AG	-5549
STMM01.AG	-5471
STMM01.AG	-5461
STMM04.AG	-5531
STMM04.AG	-5544
STMM04.AG	-5461
STMM06.AG	-5656
STMM06.AG	-5604
STMM06.AG	-5662
STMM10.AG	-5618
STMM10.AG	-5478
STMM10.AG	-5632
STMM13.AG	-5451
STMM13.AG	-5677
STMM13.AG	-5547
STMM12.AG	-5491
STMM12.AG	-5561
STMM12.AG	-5488
STMM02.AG	-5466
STMM02.AG	-5670
STMM02.AG	-5722
STMM03.AG	-5606
STMM03.AG	-5456
STMM03.AG	-5492
STMM07.AG	-5552
STMM07.AG	-5538
STMM07.AG	-5540
STMM08.AG	-5611
STMM08.AG	-5453
STMM08.AG	-5458
STMM09.AG	-5684
STMM09.AG	-5711
STMM09.AG	-5639
STMM11.AG	-5515
STMM11.AG	-5705
STMM11.AG	-5457
WestBaikal_BA_n.AG	-2462
WestBaikal_BA_n.AG	-2497
WestBaikal_BA_n.AG	-2450
WestBaikal_EN_n.AG	-5570
WestBaikal_EN_n.AG	-5532
WestBaikal_EN_n.AG	-5531
YCH017_alt.IM	576
YCH017_alt.IM	1070
YCH017_alt.IM	803
YCH017_d.IM	940
YCH017_d.IM	1040
YCH017_d.IM	601
C4565.AG	-360
C4565.AG	-388
C4565.AG	-386
CAO002008.AG.TW	669
CAO002008.AG.TW	620
CAO002008.AG.TW	621
CAO002008.AG	645
CAO002008.AG	651
CAO002008.AG	553
GBSL7.AG	-518
GBSL7.AG	-696
GBSL7.AG	-563
CAO004.AG.TW	812
CAO004.AG.TW	685
CAO004.AG.TW	822
CAO004.AG	652
CAO004.AG	657
CAO004.AG	752
GBSL13.AG	-796
GBSL13.AG	-434
GBSL13.AG	-509
MGS024.AG	658
MGS024.AG	793
MGS024.AG	656
PLDW3.AG	338
PLDW3.AG	93
PLDW3.AG	315
A1820.AG	657
A1820.AG	641
A1820.AG	609
A1821.AG	676
A1821.AG	625
A1821.AG	600
A1822.AG	623
A1822.AG	627
A1822.AG	661
ALA110_alt.AG	-1929
ALA110_alt.AG	-1842
ALA110_alt.AG	-1919
ASZK-1_alt.SG	412
ASZK-1_alt.SG	465
ASZK-1_alt.SG	266
b17-1.SG	-1862
b17-1.SG	-1924
b17-1.SG	-1653
bab001.SG	-158
bab001.SG	-63
bab001.SG	-111
bab001_d.SG	-95
bab001_d.SG	-125
bab001_d.SG	-112
BOE002_alt.AG	-3351
BOE002_alt.AG	-3324
BOE002_alt.AG	-3143
BOE002_d.AG	-3352
BOE002_d.AG	-3115
BOE002_d.AG	-3352
C1635.AG	-94
C1635.AG	-386
C1635.AG	-413
C1658_alt.AG	-300
C1658_alt.AG	-382
C1658_alt.AG	-356
C1658_d.AG	-373
C1658_d.AG	-311
C1658_d.AG	-256
C1711.AG	-609
C1711.AG	-689
C1711.AG	-739
C205.AG	-1972
C205.AG	-2109
C205.AG	-2101
C390_alt2.AG	290
C390_alt2.AG	222
C390_alt2.AG	397
C390_d.AG	356
C390_d.AG	255
C390_d.AG	318
C5147.AG	-155
C5147.AG	-54
C5147.AG	-111
C627.AG	-164
C627.AG	-207
C627.AG	-260
C629.AG	1006
C629.AG	1003
C629.AG	1011
C785.AG	-334
C785.AG	-91
C785.AG	-230
CAO010.AG.TW	327
CAO010.AG.TW	70
CAO010.AG.TW	705
CAO010_d.AG.TW	547
CAO010_d.AG.TW	180
CAO010_d.AG.TW	1156
CAO010_alt.AG	-380
CAO010_alt.AG	1036
CAO010_alt.AG	51
CAO019.AG.TW	-1209
CAO019.AG.TW	-1233
CAO019.AG.TW	-1227
CAO019.AG	-1363
CAO019.AG	-1206
CAO019.AG	-1229
CAO020.AG.TW	-1178
CAO020.AG.TW	-1196
CAO020.AG.TW	-1159
CAO020.AG	-1133
CAO020.AG	-1175
CAO020.AG	-1125
CAO021.AG.TW	1251
CAO021.AG.TW	1184
CAO021.AG.TW	1214
CAO021.AG	1185
CAO021.AG	1182
CAO021.AG	1191
CAO030.AG.TW	551
CAO030.AG.TW	669
CAO030.AG.TW	620
CAO030.AG	670
CAO030.AG	596
CAO030.AG	710
CAO031.AG.TW	625
CAO031.AG.TW	649
CAO031.AG.TW	604
CAO031.AG	644
CAO031.AG	643
CAO031.AG	617
CSK077.AG	620
CSK077.AG	788
CSK077.AG	786
Cuncaicha15-03.AG.SG	-2330
Cuncaicha15-03.AG.SG	-2229
Cuncaicha15-03.AG.SG	-2225
GBSL11.AG	-404
GBSL11.AG	-458
GBSL11.AG	-466
Gokhem2.SG	-3081
Gokhem2.SG	-3062
Gokhem2.SG	-2960
GRG003.AG.SG	-4649
GRG003.AG.SG	-4346
GRG003.AG.SG	-4909
GRG015.AG.SG	-4102
GRG015.AG.SG	-4328
GRG015.AG.SG	-4704
GRG016.AG.SG	-4478
GRG016.AG.SG	-4449
GRG016.AG.SG	-4445
GRG027.AG.SG	-4779
GRG027.AG.SG	-4763
GRG027.AG.SG	-4682
GRG041.AG	-4627
GRG041.AG	-4523
GRG041.AG	-4684
GRG043.AG.SG	-4665
GRG043.AG.SG	-4713
GRG043.AG.SG	-4679
GUY001_d.AG.TW	-502
GUY001_d.AG.TW	-324
GUY001_d.AG.TW	-522
GUY001.AG	-731
GUY001.AG	-35
GUY001.AG	-525
HJE001.SG	-3147
HJE001.SG	-3102
HJE001.SG	-3269
I0099.AG	-1093
I0099.AG	-1144
I0099.AG	-1034
I0100.AG	-4949
I0100.AG	-4925
I0100.AG	-5034
I0206.AG	-1630
I0206.AG	-1737
I0206.AG	-1772
I0207.AG	-1693
I0207.AG	-1793
I0207.AG	-1700
I0209.AG	-1702
I0209.AG	-1744
I0209.AG	-1666
I0308.AG	-5596
I0308.AG	-5554
I0308.AG	-5395
I0453.AG	-2419
I0453.AG	-2297
I0453.AG	-2215
IAM.6_alt.WGC.SG	-4825
IAM.6_alt.WGC.SG	-4798
IAM.6_alt.WGC.SG	-4939
IAM.6_d.WGC.SG	-4887
IAM.6_d.WGC.SG	-4840
IAM.6_d.WGC.SG	-4792
JBT001.AG	-454
JBT001.AG	-474
JBT001.AG	-429
KD-29_OBH-52_twins.SG	666
KD-29_OBH-52_twins.SG	747
KD-29_OBH-52_twins.SG	677
KFJ014.AG	725
KFJ014.AG	794
KFJ014.AG	661
KPT002_alt.AG	-2388
KPT002_alt.AG	-2420
KPT002_alt.AG	-2382
Kretuonas2.AG	-4388
Kretuonas2.AG	-4495
Kretuonas2.AG	-4313
Kretuonas2_d.AG	-4413
Kretuonas2_d.AG	-4353
Kretuonas2_d.AG	-4450
L5138.AG	-16
L5138.AG	-118
L5138.AG	-83
L5138_d.AG	-3
L5138_d.AG	-146
L5138_d.AG	-61
LAN009.SG	-2896
LAN009.SG	-2902
LAN009.SG	-2981
LEO010_alt.AG	747
LEO010_alt.AG	688
LEO010_alt.AG	738
LEO010_d.AG	727
LEO010_d.AG	676
